2dmatpedia id,"2dmatpedia band structure (BG, VBM, CBM)","preds band structure (BG, Direc BG, VBM, CBM)"
2dm-191,"[0.02090001106262207, -2.587599992752075, -2.566699981689453]","[0.09191262722015381, 0.11229109764099121, -5.058073043823242, -4.960385322570801]"
2dm-192,"[0.544700026512146, -0.4565002918243408, 0.08820009231567383]","[0.288266658782959, 0.35116851329803467, -4.497910976409912, -4.1104936599731445]"
2dm-193,"[0.04439997673034668, -2.5429999828338623, -2.4986000061035156]","[0.27346980571746826, 0.32485079765319824, -4.8478569984436035, -4.529970169067383]"
2dm-194,"[0.0, nan, nan]","[-0.007136106491088867, -0.007775783538818359, -4.552644729614258, -4.586906433105469]"
2dm-195,"[1.5264999866485596, -4.454999923706055, -2.928499937057495]","[1.8991278409957886, 1.9296871423721313, -7.0364274978637695, -5.120417594909668]"
2dm-196,"[1.7702000141143799, -2.533400058746338, -0.763200044631958]","[2.5877845287323, 2.8071393966674805, -5.842782497406006, -3.244680166244507]"
2dm-197,"[0.08289998769760132, -2.4530999660491943, -2.3701999187469482]","[0.34909260272979736, 0.42024731636047363, -4.800537586212158, -4.415956974029541]"
2dm-198,"[0.0, nan, nan]","[0.003922700881958008, 0.00046944618225097656, -4.620256423950195, -4.597062587738037]"
2dm-199,"[0.0, nan, nan]","[0.3675258159637451, 0.9149038791656494, -5.61923360824585, -5.227739334106445]"
2dm-200,"[0.1615999937057495, -3.040800094604492, -2.879199981689453]","[1.4017729759216309, 1.5681195259094238, -6.140285491943359, -4.726564407348633]"
2dm-201,"[0.0, nan, nan]","[0.25196945667266846, 1.0030529499053955, -4.834751129150391, -4.615278244018555]"
2dm-202,"[2.280600070953369, -3.4040000438690186, -1.1233999729156494]","[2.9769561290740967, 3.3169002532958984, -6.280196189880371, -3.294515609741211]"
2dm-203,"[0.0, nan, nan]","[0.06508409976959229, 0.16080152988433838, -5.136503219604492, -5.041703701019287]"
2dm-204,"[0.0, nan, nan]","[0.06924712657928467, 0.30338382720947266, -4.7701945304870605, -4.704349040985107]"
2dm-205,"[0.0, nan, nan]","[1.0041052103042603, 1.1328060626983643, -6.8919782638549805, -5.8829240798950195]"
2dm-206,"[0.0, nan, nan]","[1.361247181892395, 1.463634729385376, -6.197436332702637, -4.8244404792785645]"
2dm-207,"[0.0, nan, nan]","[0.03511786460876465, 0.043285369873046875, -4.92905330657959, -4.803596496582031]"
2dm-208,"[0.0, nan, nan]","[0.04363381862640381, 0.026335954666137695, -4.27670955657959, -4.2586565017700195]"
2dm-209,"[1.0398000478744507, -3.1438000202178955, -2.1040000915527344]","[2.071475028991699, 2.149919033050537, -5.8688507080078125, -3.784355878829956]"
2dm-210,"[0.6816999912261963, -1.8229000568389893, -1.1411999464035034]","[0.920536994934082, 0.9861046075820923, -5.136280059814453, -4.208451271057129]"
2dm-211,"[1.4114999771118164, -2.8958001136779785, -1.4843000173568726]","[1.9610708951950073, 2.013833999633789, -6.341865539550781, -4.377068042755127]"
2dm-212,"[0.0, nan, nan]","[0.043050169944763184, 0.0663290023803711, -4.288496971130371, -4.227036952972412]"
2dm-213,"[1.0746999979019165, -3.1298000812530518, -2.0550999641418457]","[1.8861491680145264, 1.9973387718200684, -5.995140552520752, -4.1157355308532715]"
2dm-214,"[0.0, nan, nan]","[0.21514153480529785, 0.30450475215911865, -5.085722923278809, -4.828390121459961]"
2dm-215,"[0.0, nan, nan]","[0.03012406826019287, 0.021866559982299805, -4.426817893981934, -4.413158416748047]"
2dm-216,"[1.2967000007629395, -3.136699914932251, -1.840000033378601]","[2.807873010635376, 2.8215103149414062, -5.988760471343994, -3.1755998134613037]"
2dm-217,"[1.8941999673843384, -3.4619998931884766, -1.5678000450134277]","[2.5038750171661377, 3.7177743911743164, -5.91110372543335, -3.430612087249756]"
2dm-218,"[3.737299919128418, -6.5894999504089355, -2.8522000312805176]","[4.709104537963867, 4.646923065185547, -9.113992691040039, -4.404311180114746]"
2dm-219,"[0.0, nan, nan]","[1.4455349445343018, 1.5843408107757568, -5.850491046905518, -4.404289245605469]"
2dm-220,"[0.3671000003814697, -1.7571001052856445, -1.3899999856948853]","[0.7268426418304443, 0.7579522132873535, -4.683711528778076, -3.957867383956909]"
2dm-221,"[0.0, nan, nan]","[-0.00017642974853515625, -0.0025815963745117188, -4.663508415222168, -4.677172660827637]"
2dm-222,"[3.3111000061035156, -5.695000171661377, -2.3838999271392822]","[3.8852181434631348, 4.045124053955078, -8.082545280456543, -4.195450782775879]"
2dm-223,"[0.0, nan, nan]","[0.0453873872756958, 0.04569888114929199, -4.2313432693481445, -4.118607521057129]"
2dm-224,"[2.9219002723693848, -5.453700065612793, -2.5318000316619873]","[3.649965763092041, 3.7150938510894775, -8.655531883239746, -5.012823104858398]"
2dm-225,"[0.0, nan, nan]","[-0.004841327667236328, -0.01022791862487793, -4.356997489929199, -4.343504905700684]"
2dm-226,"[2.1277999877929688, -3.1029000282287598, -0.975100040435791]","[2.7283835411071777, 3.2745471000671387, -6.299997329711914, -3.572741985321045]"
2dm-227,"[0.0, nan, nan]","[0.06961750984191895, 0.05788230895996094, -4.341344833374023, -4.272616386413574]"
2dm-228,"[0.0, nan, nan]","[0.18654084205627441, 0.2319275140762329, -4.593602657318115, -4.361493110656738]"
2dm-229,"[1.121000051498413, -4.258299827575684, -3.1373000144958496]","[2.7079620361328125, 2.807520866394043, -7.215770721435547, -4.50563383102417]"
2dm-230,"[3.0827999114990234, -4.925899982452393, -1.8430999517440796]","[4.07865571975708, 4.150999069213867, -7.550644397735596, -3.4737370014190674]"
2dm-231,"[1.8876999616622925, -5.594399929046631, -3.706700086593628]","[3.346851110458374, 3.4768528938293457, -7.832208633422852, -4.485824108123779]"
2dm-232,"[0.0, nan, nan]","[0.11034893989562988, 0.1888502836227417, -5.20643424987793, -5.077383995056152]"
2dm-233,"[0.5698999762535095, -3.260999917984009, -2.6910998821258545]","[1.4373425245285034, 1.5437613725662231, -6.068231105804443, -4.626301288604736]"
2dm-234,"[0.0, nan, nan]","[0.12345123291015625, 0.2674994468688965, -4.639125823974609, -4.517673015594482]"
2dm-235,"[0.40299999713897705, -3.8041000366210938, -3.401099920272827]","[1.8801320791244507, 1.9778989553451538, -6.7941999435424805, -4.929905414581299]"
2dm-236,"[0.7285000085830688, -2.726300001144409, -1.9977999925613403]","[1.4087085723876953, 1.5365351438522339, -5.8609795570373535, -4.447750091552734]"
2dm-237,"[0.0, nan, nan]","[0.1622481346130371, 0.19996881484985352, -4.906583309173584, -4.672905445098877]"
2dm-238,"[0.0, nan, nan]","[0.1442316770553589, 0.15809226036071777, -3.811155080795288, -3.6361825466156006]"
2dm-239,"[0.04330003261566162, -4.155799865722656, -4.112500190734863]","[2.1350700855255127, 2.3627262115478516, -7.26145076751709, -5.134180068969727]"
2dm-240,"[1.3148000240325928, -2.2132999897003174, -0.8984999656677246]","[2.0326318740844727, 2.134751796722412, -5.4426045417785645, -3.3940131664276123]"
2dm-241,"[0.0, nan, nan]","[0.018549442291259766, 0.023949384689331055, -4.48453950881958, -4.420239448547363]"
2dm-242,"[0.043200016021728516, -3.9133999347686768, -3.8701999187469482]","[1.3152096271514893, 1.4972975254058838, -6.15270471572876, -4.888297080993652]"
2dm-243,"[0.0, nan, nan]","[0.0211639404296875, 0.020893573760986328, -4.314587116241455, -4.279417037963867]"
2dm-244,"[1.4323999881744385, -5.055300235748291, -3.6229000091552734]","[2.8885059356689453, 3.368995428085327, -7.5111613273620605, -4.60791540145874]"
2dm-245,"[3.8548998832702637, -6.713399887084961, -2.8585000038146973]","[5.401162147521973, 5.372377395629883, -9.405855178833008, -3.98691725730896]"
2dm-246,"[0.6589000225067139, -2.8819000720977783, -2.2230000495910645]","[3.5868301391601562, 3.6934595108032227, -7.041019916534424, -3.4502193927764893]"
2dm-247,"[0.0, nan, nan]","[0.017322063446044922, 0.012863874435424805, -4.444159507751465, -4.428860187530518]"
2dm-248,"[1.582800030708313, -4.346099853515625, -2.7632999420166016]","[2.4414353370666504, 2.5441036224365234, -6.676104545593262, -4.23241662979126]"
2dm-249,"[0.0, nan, nan]","[0.04343748092651367, 0.03885483741760254, -3.982573986053467, -3.903364658355713]"
2dm-250,"[3.749300003051758, -5.682700157165527, -1.93340003490448]","[4.66972541809082, 4.5875020027160645, -8.496052742004395, -3.817169427871704]"
2dm-251,"[0.0, nan, nan]","[0.024105191230773926, 0.043198585510253906, -4.312880516052246, -4.265442848205566]"
2dm-252,"[0.0, nan, nan]","[0.03982651233673096, 0.10115408897399902, -4.250124931335449, -4.195728778839111]"
2dm-253,"[7.162600040435791, -7.699099540710449, -0.5364999771118164]","[8.670608520507812, 8.679281234741211, -10.255446434020996, -1.5949203968048096]"
2dm-254,"[0.0, nan, nan]","[0.19964599609375, 0.3578447103500366, -4.735535621643066, -4.4837260246276855]"
2dm-6373,"[0.0, nan, nan]","[0.9438787698745728, 1.199378490447998, -6.28867769241333, -5.237885475158691]"
2dm-256,"[0.328000009059906, -0.635699987411499, -0.30770015716552734]","[0.7305445671081543, 0.9291177988052368, -5.027268886566162, -4.300583362579346]"
2dm-257,"[0.0, nan, nan]","[0.04732060432434082, 0.0503084659576416, -5.258256912231445, -5.146100044250488]"
2dm-258,"[0.0, nan, nan]","[0.07880640029907227, 0.11244082450866699, -5.386499404907227, -5.305434226989746]"
2dm-259,"[1.05239999294281, -2.679800033569336, -1.6274000406265259]","[1.7351547479629517, 1.8008261919021606, -6.050694942474365, -4.317180633544922]"
2dm-260,"[0.0, nan, nan]","[0.03250324726104736, 0.05430173873901367, -4.927290439605713, -4.8971662521362305]"
2dm-261,"[1.4321999549865723, -2.620500087738037, -1.1882998943328857]","[2.020249843597412, 2.0729401111602783, -5.8210625648498535, -3.7867538928985596]"
2dm-262,"[1.2657999992370605, -1.7806000709533691, -0.5148000717163086]","[2.0578322410583496, 2.082852363586426, -4.748814582824707, -2.6912317276000977]"
2dm-263,"[3.418799877166748, -5.874599933624268, -2.4558000564575195]","[3.4430928230285645, 3.4306869506835938, -8.47351360321045, -5.026920318603516]"
2dm-264,"[0.0, nan, nan]","[0.46677279472351074, 0.552021861076355, -4.573843479156494, -4.075197219848633]"
2dm-265,"[4.84950065612793, -6.030099868774414, -1.1806001663208008]","[5.64774227142334, 5.6618170738220215, -8.175603866577148, -2.543468952178955]"
2dm-266,"[2.6015000343322754, -3.956899881362915, -1.3553999662399292]","[3.3303165435791016, 3.503446102142334, -6.387976169586182, -3.0536179542541504]"
2dm-267,"[1.524399995803833, -5.924600124359131, -4.400199890136719]","[2.1135573387145996, 3.2656397819519043, -7.38948917388916, -5.2777204513549805]"
2dm-268,"[3.083199977874756, -3.2874999046325684, -0.2042999267578125]","[4.07401180267334, 4.2075018882751465, -6.495449542999268, -2.414264678955078]"
2dm-269,"[0.0, nan, nan]","[0.011168837547302246, 0.01909470558166504, -4.582913875579834, -4.568368911743164]"
2dm-270,"[1.408400058746338, -3.1466000080108643, -1.7381999492645264]","[2.1201679706573486, 2.3392844200134277, -5.62821102142334, -3.5066874027252197]"
2dm-271,"[0.36409997940063477, -3.0580999851226807, -2.694000005722046]","[0.025779247283935547, 0.029417753219604492, -4.966439723968506, -4.910805702209473]"
2dm-272,"[0.7724000215530396, -2.3014001846313477, -1.5290000438690186]","[1.3410236835479736, 1.474269151687622, -5.340643405914307, -3.990809202194214]"
2dm-273,"[0.0, nan, nan]","[0.20727217197418213, 0.27191734313964844, -4.611276626586914, -4.386133670806885]"
2dm-274,"[0.0, nan, nan]","[0.03961491584777832, 0.0930328369140625, -4.2396745681762695, -4.202060222625732]"
2dm-275,"[0.24029994010925293, -2.3721001148223877, -2.1317999362945557]","[0.8877658843994141, 1.018968105316162, -5.565149784088135, -4.666448593139648]"
2dm-276,"[1.8590999841690063, -3.033799886703491, -1.1747000217437744]","[2.6764442920684814, 2.702763080596924, -6.243933200836182, -3.5554165840148926]"
2dm-277,"[2.856300115585327, -2.6077001094818115, 0.24860000610351562]","[3.5743038654327393, 3.7250468730926514, -6.279214382171631, -2.70314884185791]"
2dm-278,"[0.0, nan, nan]","[0.37479448318481445, 0.5179476737976074, -4.7273712158203125, -4.318946838378906]"
2dm-279,"[1.364300012588501, -2.976900100708008, -1.6125999689102173]","[2.1218273639678955, 2.2724173069000244, -5.656898498535156, -3.526336193084717]"
2dm-280,"[2.312700033187866, -4.018799781799316, -1.7060999870300293]","[2.971409320831299, 3.2600884437561035, -6.563507556915283, -3.5892271995544434]"
2dm-281,"[0.0, nan, nan]","[0.006733059883117676, 0.004269599914550781, -4.231645584106445, -4.2128777503967285]"
2dm-282,"[0.0, nan, nan]","[0.08993673324584961, 0.15564775466918945, -4.93215274810791, -4.789306640625]"
2dm-283,"[0.8646000027656555, -3.6821000576019287, -2.817500114440918]","[1.8936539888381958, 2.0951430797576904, -6.0466132164001465, -4.138616561889648]"
2dm-284,"[0.00010001659393310547, -3.641200065612793, -3.6410999298095703]","[0.17032527923583984, 0.2522449493408203, -5.427454948425293, -5.205537796020508]"
2dm-285,"[0.0, nan, nan]","[0.06997239589691162, 0.1264963150024414, -4.40034818649292, -4.297357559204102]"
2dm-286,"[0.0, nan, nan]","[0.04692637920379639, 0.05635190010070801, -4.376630783081055, -4.272801399230957]"
2dm-287,"[0.0, nan, nan]","[0.02184617519378662, 0.02827000617980957, -4.318735599517822, -4.27156925201416]"
2dm-288,"[2.0861001014709473, -5.367300033569336, -3.2811999320983887]","[3.02750825881958, 3.0162980556488037, -7.7651495933532715, -4.738776206970215]"
2dm-289,"[2.033600091934204, -3.1782000064849854, -1.1446000337600708]","[2.8791282176971436, 3.552550792694092, -6.7236328125, -3.840895414352417]"
2dm-290,"[5.730000019073486, -6.402500152587891, -0.6725000143051147]","[7.247555732727051, 7.366097450256348, -9.211917877197266, -1.9777064323425293]"
2dm-291,"[1.7293000221252441, -5.66349983215332, -3.9342000484466553]","[2.942648410797119, 3.2455554008483887, -7.486958980560303, -4.552103042602539]"
2dm-292,"[0.22089999914169312, -2.2751998901367188, -2.05430006980896]","[0.8217171430587769, 1.4899239540100098, -4.127753257751465, -3.3205113410949707]"
2dm-293,"[2.9853999614715576, -5.748000144958496, -2.7625999450683594]","[4.138281345367432, 4.153933525085449, -7.932163715362549, -3.794677495956421]"
2dm-294,"[0.0, nan, nan]","[1.9814770221710205, 2.1809778213500977, -7.800808906555176, -5.791577339172363]"
2dm-6374,"[0.0, nan, nan]","[0.014576077461242676, 0.019394874572753906, -4.500207901000977, -4.482394218444824]"
2dm-296,"[0.38690000772476196, -2.2351999282836914, -1.8482999801635742]","[0.9950004816055298, 1.0540772676467896, -5.225997447967529, -4.228635311126709]"
2dm-297,"[0.0, nan, nan]","[0.2032768726348877, 0.4007760286331177, -5.115694522857666, -4.877358436584473]"
2dm-298,"[2.5766000747680664, -3.080399990081787, -0.5038000345230103]","[3.2294576168060303, 3.4433186054229736, -6.32037878036499, -3.070995330810547]"
2dm-299,"[0.0, nan, nan]","[3.6667184829711914, 3.785348415374756, -7.009783744812012, -3.310749053955078]"
2dm-300,"[0.0, nan, nan]","[0.23200440406799316, 0.2640659809112549, -4.780117034912109, -4.5293121337890625]"
2dm-301,"[0.7127000093460083, -3.9260001182556152, -3.2132999897003174]","[2.5268945693969727, 2.581362247467041, -7.2711501121521, -4.74713659286499]"
2dm-302,"[0.0, nan, nan]","[0.018663525581359863, 0.10299110412597656, -4.610847473144531, -4.5798234939575195]"
2dm-303,"[1.562600016593933, -2.787400007247925, -1.2247999906539917]","[2.3796186447143555, 2.4282209873199463, -5.869939804077148, -3.4842517375946045]"
2dm-304,"[0.0, nan, nan]","[0.03890860080718994, 0.03917884826660156, -4.122353553771973, -4.020009994506836]"
2dm-305,"[0.0, nan, nan]","[0.24050605297088623, 0.2572903633117676, -3.735936164855957, -3.4733757972717285]"
2dm-306,"[0.0, nan, nan]","[0.4383009672164917, 0.4906606674194336, -5.962534427642822, -5.476751327514648]"
2dm-307,"[0.5924000144004822, -2.6856000423431396, -2.0931999683380127]","[1.345534324645996, 1.415014386177063, -5.51548957824707, -4.172418117523193]"
2dm-308,"[1.565500020980835, -6.057300090789795, -4.491799831390381]","[5.016087532043457, 5.01870059967041, -9.382304191589355, -4.367635726928711]"
2dm-309,"[0.41110002994537354, -3.148900032043457, -2.737799882888794]","[1.0431599617004395, 1.6721436977386475, -6.037148475646973, -4.994588375091553]"
2dm-310,"[2.2535998821258545, -4.4004998207092285, -2.146899938583374]","[2.8670501708984375, 3.462765693664551, -7.041649341583252, -4.176882743835449]"
2dm-311,"[0.0, nan, nan]","[-0.0026390552520751953, 0.0002987384796142578, -4.151702880859375, -4.152036666870117]"
2dm-312,"[0.9297999739646912, -4.4608001708984375, -3.5309998989105225]","[2.040231466293335, 2.430140495300293, -6.89768123626709, -4.8461432456970215]"
2dm-313,"[0.0, nan, nan]","[0.003252267837524414, 0.019229650497436523, -4.38481330871582, -4.369431018829346]"
2dm-314,"[1.4229999780654907, -2.871799945831299, -1.448799967765808]","[2.70626163482666, 2.7486624717712402, -6.084120750427246, -3.3609423637390137]"
2dm-315,"[0.0, nan, nan]","[0.039525628089904785, 0.055144548416137695, -4.28045654296875, -4.258668422698975]"
2dm-316,"[0.0, nan, nan]","[1.4302780628204346, 1.7042312622070312, -6.89155387878418, -5.470656871795654]"
2dm-317,"[6.129799842834473, -6.739200115203857, -0.6094001531600952]","[0.47294700145721436, 0.5645996332168579, -6.205392837524414, -5.65069580078125]"
2dm-318,"[0.0, nan, nan]","[0.08280909061431885, 0.07263493537902832, -4.540538311004639, -4.406797885894775]"
2dm-319,"[1.9285000562667847, -4.350399971008301, -2.4219000339508057]","[2.8726627826690674, 2.8494133949279785, -7.111366271972656, -4.238524913787842]"
2dm-320,"[0.9477999806404114, -1.4191999435424805, -0.4713999032974243]","[1.1400887966156006, 1.2350194454193115, -4.733989715576172, -3.6008713245391846]"
2dm-321,"[6.981299877166748, -7.776100158691406, -0.7948000431060791]","[8.008384704589844, 8.019312858581543, -10.298616409301758, -2.2752320766448975]"
2dm-322,"[0.0, nan, nan]","[0.005469083786010742, 0.01670384407043457, -4.36609411239624, -4.390548229217529]"
2dm-323,"[2.045599937438965, -5.299099922180176, -3.253499984741211]","[3.441089391708374, 3.629826784133911, -8.326153755187988, -4.890351295471191]"
2dm-324,"[2.1364998817443848, -3.762399911880493, -1.6259000301361084]","[3.5129263401031494, 3.916266918182373, -7.326078414916992, -3.821911334991455]"
2dm-325,"[6.655099868774414, -7.340000152587891, -0.6849000453948975]","[8.244926452636719, 8.223564147949219, -9.985391616821289, -1.7357547283172607]"
2dm-326,"[2.5350000858306885, -3.027600049972534, -0.4925999641418457]","[3.0774483680725098, 3.1666789054870605, -5.5779218673706055, -2.494420051574707]"
2dm-327,"[0.48989999294281006, -1.220900058746338, -0.7309999465942383]","[1.0577328205108643, 1.2262344360351562, -5.088252067565918, -4.012847423553467]"
2dm-329,"[2.59689998626709, -5.331200122833252, -2.734299898147583]","[3.5776124000549316, 3.7329494953155518, -7.143907070159912, -3.55403995513916]"
2dm-330,"[1.3467999696731567, -2.650700092315674, -1.3039000034332275]","[1.6569743156433105, 1.6835083961486816, -5.447044849395752, -3.7662124633789062]"
2dm-331,"[0.0, nan, nan]","[0.26665830612182617, 0.34695541858673096, -4.380876541137695, -4.07561731338501]"
2dm-332,"[0.9656999707221985, -1.7298998832702637, -0.76419997215271]","[1.5697369575500488, 1.6555949449539185, -5.125998497009277, -3.539541482925415]"
2dm-333,"[0.0, nan, nan]","[0.13312089443206787, 0.16461730003356934, -5.12901496887207, -4.959318161010742]"
2dm-334,"[0.0, nan, nan]","[0.08661949634552002, 0.10718655586242676, -4.486870765686035, -4.3487677574157715]"
2dm-335,"[1.9837000370025635, -3.8017001152038574, -1.8179999589920044]","[3.1978278160095215, 3.3826916217803955, -6.592264652252197, -3.3908164501190186]"
